state.name,date,pollster,grade,samplesize,population,clinton,trump,state,days_until,
Tennessee,11/4/16,Google Consumer Surveys,B,494,lv,34.21,44.33,TN,4,
Tennessee,10/30/16,Ipsos,A-,538,lv,36.33,49.76,TN,9,
Alabama,11/4/16,Google Consumer Surveys,B,485,lv,20.23,60.67,AL,4,
Colorado,10/30/16,Ipsos,A-,536,lv,47.71,42.33,CO,9,
Kentucky,11/4/16,Google Consumer Surveys,B,472,lv,31.9,43.89,KY,4,
Kansas,10/13/16,SurveyUSA,A,581,lv,36,47,KS,26,
Nevada,10/11/16,Public Opinion Strategies,B,600,lv,45,39,NV,28,
Wyoming,11/4/16,SurveyMonkey,C-,213,lv,21,60,WY,4,
North Carolina,11/3/16,Ipsos,A-,371,lv,46,46.9,NC,5,
Wisconsin,10/19/16,McLaughlin & Associates,C-,600,lv,48,43,WI,20,
Massachusetts,11/3/16,Ipsos,A-,365,lv,53.14,35.79,MA,5,
Iowa,11/4/16,Google Consumer Surveys,B,442,lv,35.57,33.72,IA,4,
Ohio,10/5/16,Public Policy Polling,B+,782,lv,44,43,OH,34,
Missouri,10/29/16,Emerson College,B,650,lv,37,52,MO,10,
Virginia,10/13/16,Tarrance Group,B,500,lv,47,38,VA,26,
South Carolina,11/4/16,Google Consumer Surveys,B,440,lv,31.91,45.52,SC,4,
Arizona,10/12/16,Arizona State University,C+,713,lv,43.4,37.8,AZ,27,
Maryland,10/30/16,Ipsos,A-,472,lv,55.69,33.6,MD,9,
West Virginia,10/14/16,Global Strategy Group,C+,601,lv,31,58,WV,25,
North Carolina,10/11/16,Marist College,A,743,lv,45,41,NC,28,
Connecticut,11/4/16,Google Consumer Surveys,B,416,lv,38.62,29.29,CT,4,
Iowa,10/8/16,The Times-Picayune/Lucid,,917,lv,41,37,IA,31,
Oregon,10/30/16,Ipsos,A-,465,lv,46.72,37.04,OR,9,
Oregon,10/9/16,Riley Research Associates,B+,608,lv,46,36,OR,30,
Indiana,10/13/16,Ball State University,,544,lv,37,43,IN,26,
Alaska,10/12/16,Lake Research Partners,B+,500,lv,36,37,AK,27,
Michigan,11/3/16,Ipsos,A-,342,lv,45.95,44.53,MI,5,
Illinois,10/13/16,Illinois Public Opinion Strategies,,644,lv,50,31.5,IL,26,
Wyoming,10/8/16,University of Wyoming,,722,lv,20,58,WY,31,
Louisiana,10/13/16,JMC Enterprises,C,800,rv,38,45,LA,26,
Florida,10/17/16,Cherry Communications,C,507,lv,46,42,FL,22,
Nebraska CD-2,9/25/16,Emerson College,B,700,lv,40,49,NE,44,
Kansas,11/4/16,Google Consumer Surveys,B,355,lv,41.28,31,KS,4,
Indiana,11/3/16,Ipsos,A-,303,lv,37.79,53.68,IN,5,
Michigan,10/10/16,"Glengariff Group, Inc.",B,600,lv,42.2,30.6,MI,29,
Vermont,10/6/16,Castleton University,B+,579,lv,45,17,VT,33,
Missouri,10/30/16,Ipsos,A-,401,lv,39.73,48.01,MO,9,
Kentucky,10/30/16,Ipsos,A-,391,lv,37.64,58.29,KY,9,
Florida,10/21/16,YouGov,B,1042,lv,46,43,FL,18,
Ohio,10/26/16,Emerson College,B,800,lv,45,45,OH,13,
Maryland,9/28/16,ABC News/Washington Post,A+,706,lv,63,27,MD,41,
Indiana,10/12/16,Monmouth University,A+,402,lv,41,45,IN,27,
Nevada,10/26/16,Emerson College,B,550,lv,44,42,NV,13,
Pennsylvania,10/13/16,Quinnipiac University,A-,660,lv,47,41,PA,26,
Illinois,9/29/16,Southern Illinois University,,865,lv,53.2,28.4,IL,40,
Louisiana,11/4/16,Google Consumer Surveys,B,320,lv,21.92,53.7,LA,4,
North Carolina,10/11/16,Suffolk University,B+,500,lv,44.8,43.4,NC,28,
Florida,10/31/16,Gravis Marketing,B-,1195,rv,49,46,FL,8,
Georgia,10/16/16,Clout Research/Wenzel Strategies,C-,627,lv,43.1,45.8,GA,23,
Connecticut,10/30/16,Ipsos,A-,351,lv,49.76,39.7,CT,9,
North Carolina,10/21/16,Public Policy Polling,B+,875,lv,47,44,NC,18,
Pennsylvania,11/1/16,Gravis Marketing,B-,1016,rv,47,45,PA,7,
Arizona,11/1/16,Data Orbital,,550,lv,39,47,AZ,7,
Utah,10/11/16,Monmouth University,A+,403,lv,28,34,UT,28,
Ohio,10/2/16,University of Akron,,1004,lv,41,38,OH,37,
Ohio,10/13/16,Quinnipiac University,A-,624,lv,45,45,OH,26,
Wisconsin,10/18/16,Public Policy Polling,B+,804,lv,50,38,WI,21,
Mississippi,11/4/16,Google Consumer Surveys,B,291,lv,25.02,52.3,MS,4,
Alabama,10/30/16,Ipsos,A-,328,lv,38.06,54.15,AL,9,
Tennessee,10/15/16,icitizen,,508,rv,34,44,TN,24,
Colorado,11/1/16,Gravis Marketing,B-,1125,rv,40,40,CO,7,
Pennsylvania,10/18/16,Emerson College,B,800,lv,45,41,PA,21,
Louisiana,10/27/16,Ipsos,A-,461,lv,36.12,51.56,LA,12,
Florida,10/12/16,Public Policy Polling,B+,985,lv,46,42,FL,27,
Nevada,10/12/16,CNN/Opinion Research Corp.,A-,698,lv,46,44,NV,27,
Texas,10/20/16,YouGov,B,5874,lv,36.8,44.7,TX,19,
Nevada,10/10/16,Public Policy Polling,B+,986,lv,47,43,NV,29,
Pennsylvania,10/31/16,Gravis Marketing,B-,2606,rv,47,46,PA,8,
Nebraska,11/4/16,Google Consumer Surveys,B,266,lv,30.33,41.35,NE,4,
California,10/20/16,YouGov,B,8746,lv,51.8,30.4,CA,19,
Oklahoma,10/27/16,Ipsos,A-,432,lv,29.85,60.78,OK,12,
Indiana,10/23/16,Gravis Marketing,B-,596,rv,38,49,IN,16,
Missouri,10/10/16,Monmouth University,A+,406,lv,41,46,MO,29,
New Mexico,11/4/16,Google Consumer Surveys,B,261,lv,42.52,29.93,NM,4,
Nevada,11/4/16,Google Consumer Surveys,B,259,lv,36.02,37.99,NV,4,
California,10/10/16,Sacramento State,,622,lv,61,25,CA,29,
Iowa,10/27/16,Ipsos,A-,416,lv,44.07,43.87,IA,12,
Illinois,10/20/16,YouGov,B,3448,lv,48.3,33.1,IL,19,
New York,10/20/16,YouGov,B,4663,lv,52.7,31.4,NY,19,
Arizona,10/14/16,HighGround,,400,lv,38.5,36.5,AZ,25,
Oklahoma,11/4/16,Google Consumer Surveys,B,248,lv,26.74,43.34,OK,4,
Pennsylvania,10/20/16,YouGov,B,3704,lv,42.7,41.2,PA,19,
Florida,10/20/16,YouGov,B,5371,lv,44,42.9,FL,19,
Ohio,10/20/16,YouGov,B,3455,lv,43.2,41.5,OH,19,
Virginia,10/20/16,YouGov,B,2460,lv,46.1,37,VA,19,
New Jersey,10/20/16,YouGov,B,2377,lv,47.7,35.7,NJ,19,
Texas,10/18/16,YouGov,B,959,lv,42,45,TX,21,
North Carolina,10/20/16,YouGov,B,2916,lv,43.5,41.3,NC,19,
Massachusetts,10/20/16,YouGov,B,1963,lv,51.3,28.6,MA,19,
Michigan,9/30/16,Michigan State University,,746,lv,47,28,MI,39,
Michigan,10/20/16,YouGov,B,3014,lv,42,36,MI,19,
Nevada,9/29/16,Garin-Hart-Yang Research Group,B+,700,lv,44,41,NV,40,
Kansas,10/27/16,Ipsos,A-,361,lv,38.22,54.45,KS,12,
Indiana,10/20/16,YouGov,B,1742,lv,36.6,43.8,IN,19,
Minnesota,10/20/16,YouGov,B,1736,lv,42.3,35.9,MN,19,
Tennessee,10/20/16,YouGov,B,1729,lv,33.9,48.3,TN,19,
Georgia,10/20/16,YouGov,B,2663,lv,40.5,45.4,GA,19,
Maryland,10/20/16,YouGov,B,1652,lv,55,29.2,MD,19,
Washington,10/20/16,YouGov,B,1985,lv,47.4,31.7,WA,19,
New Jersey,10/14/16,Fairleigh Dickinson University (PublicMind),A,293,lv,49,35,NJ,25,
Tennessee,9/25/16,Vanderbilt University,B+,1000,rv,33,44,TN,44,
Missouri,10/20/16,YouGov,B,1814,lv,35.8,43.3,MO,19,
Wisconsin,10/20/16,YouGov,B,1794,lv,42.2,37.7,WI,19,
North Carolina,10/25/16,Gravis Marketing,B-,1273,rv,49,47,NC,14,
South Carolina,10/30/16,Ipsos,A-,251,lv,43.61,49.43,SC,9,
Utah,10/13/16,YouGov,B,951,lv,20,37,UT,26,
Alabama,10/20/16,YouGov,B,1388,lv,31.6,52.6,AL,19,
Louisiana,10/20/16,YouGov,B,1355,lv,35.9,47.3,LA,19,
Florida,9/28/16,"Mason-Dixon Polling & Research, Inc.",B+,820,lv,46,42,FL,41,
Arizona,10/20/16,YouGov,B,1567,lv,37.8,46.3,AZ,19,
Colorado,10/20/16,YouGov,B,1556,lv,42.1,36.9,CO,19,
Virginia,9/22/16,YouGov,B,1237,lv,45,37,VA,47,
Arkansas,10/27/16,Ipsos,A-,331,lv,38.14,53.35,AR,12,
Virginia,10/26/16,Roanoke College,C+,766,lv,50,32,VA,13,
Nevada,10/27/16,Ipsos,A-,339,lv,45.39,42.15,NV,12,
Arkansas,11/4/16,Google Consumer Surveys,B,207,lv,30.81,46.85,AR,4,
New Mexico,9/30/16,SurveyUSA,A,594,lv,46,33,NM,39,
Kentucky,10/20/16,YouGov,B,1229,lv,32.2,52.2,KY,19,
South Carolina,10/20/16,YouGov,B,1298,lv,35.6,46.6,SC,19,
Maine,10/30/16,Ipsos,A-,245,lv,42.33,35.08,ME,9,
Florida,10/4/16,Marist College,A,700,lv,45,42,FL,35,
Rhode Island,10/3/16,Emerson College,B,600,lv,52,32,RI,36,
Idaho,11/4/16,Google Consumer Surveys,B,196,lv,30.38,34.5,ID,4,
Montana,11/4/16,Google Consumer Surveys,B,193,lv,34.62,34.96,MT,4,
Oregon,10/20/16,YouGov,B,1112,lv,43.8,36,OR,19,
Iowa,10/20/16,YouGov,B,972,lv,40.4,37.3,IA,19,
Connecticut,10/20/16,YouGov,B,955,lv,46.6,35.8,CT,19,
Michigan,10/29/16,Strategic National,,500,lv,45,44,MI,10,
Oklahoma,10/20/16,YouGov,B,949,lv,26.8,53.4,OK,19,
Alaska,10/5/16,Moore Information,B,500,lv,34,37,AK,34,
Iowa,10/4/16,Selzer & Company,A+,642,lv,39,43,IA,35,
North Carolina,10/3/16,High Point University,B+,479,lv,43,42,NC,36,
Mississippi,10/20/16,YouGov,B,861,lv,39.5,45.5,MS,19,
Louisiana,9/28/16,Market Research Insight,B+,600,lv,35,52,LA,41,
New Hampshire,10/11/16,MassINC Polling Group,A-,501,lv,41,38,NH,28,
Kansas,10/20/16,YouGov,B,776,lv,31.6,47.5,KS,19,
Nebraska,10/30/16,Ipsos,A-,216,lv,31.62,53.27,NE,9,
Illinois,10/4/16,Global Strategy Group,C+,600,lv,50,33,IL,35,
Arkansas,10/20/16,YouGov,B,736,lv,30.5,48,AR,19,
Ohio,10/2/16,Monmouth University,A+,405,lv,44,42,OH,37,
Delaware,11/2/16,SurveyMonkey,C-,383,lv,49,39,DE,6,
North Carolina,10/23/16,Quinnipiac University,A-,702,lv,47,43,NC,16,
Colorado,9/22/16,CNN/Opinion Research Corp.,A-,784,lv,41,42,CO,47,
Missouri,9/22/16,YouGov,B,1087,lv,37,46,MO,47,
Idaho,10/30/16,Ipsos,A-,205,lv,30.06,53.26,ID,9,
Idaho,10/3/16,Dan Jones & Associates,C+,608,lv,30,40,ID,36,
Virginia,10/24/16,Christopher Newport University,B-,814,lv,46,39,VA,15,
Hawaii,11/2/16,SurveyMonkey,C-,426,lv,52,29,HI,6,
District of Columbia,11/2/16,SurveyMonkey,C-,315,lv,88,7,DC,6,
Vermont,11/2/16,SurveyMonkey,C-,447,lv,60,27,VT,6,
Nevada,10/20/16,YouGov,B,656,lv,42.5,40.9,NV,19,
New Hampshire,10/30/16,Ipsos,A-,196,lv,44.42,41.81,NH,9,
New York,9/22/16,Marist College,A,676,lv,52,31,NY,47,
Rhode Island,11/2/16,SurveyMonkey,C-,396,lv,49,36,RI,6,
South Dakota,11/2/16,SurveyMonkey,C-,435,lv,31,53,SD,6,
Mississippi,10/30/16,Ipsos,A-,184,lv,35.93,53.09,MS,9,
Delaware,11/4/16,Google Consumer Surveys,B,149,lv,41.91,30.38,DE,4,
West Virginia,11/2/16,SurveyMonkey,C-,443,lv,27,57,WV,6,
New Hampshire,10/24/16,Emerson College,B,600,lv,46,43,NH,15,
Utah,10/23/16,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,28,32,UT,16,
Alaska,11/2/16,SurveyMonkey,C-,382,lv,31,47,AK,6,
West Virginia,10/30/16,Ipsos,A-,180,lv,34.22,58.04,WV,9,
Montana,11/2/16,SurveyMonkey,C-,410,lv,31,53,MT,6,
Oregon,10/9/16,"Davis, Hibbitts & Midghall, Inc.",B,600,lv,43,36,OR,30,
Colorado,9/30/16,Monmouth University,A+,400,lv,49,38,CO,39,
Nebraska,10/20/16,YouGov,B,506,lv,32.3,44.9,NE,19,
Nebraska,9/25/16,Emerson College,B,700,lv,29.3,55.7,NE,44,
Maine CD-2,10/2/16,"Normington, Petts & Associates",C+,400,lv,44,40,ME,37,
New Mexico,11/2/16,SurveyMonkey,C-,768,lv,40,36,NM,6,
North Dakota,11/2/16,SurveyMonkey,C-,288,lv,29,57,ND,6,
Oregon,9/30/16,Hoffman Research Group,B-,605,lv,45,33,OR,39,
Washington,10/1/16,Strategies 360,B,500,lv,47,31,WA,38,
West Virginia,10/20/16,YouGov,B,472,lv,25.7,54,WV,19,
Missouri,10/24/16,Remington,,2559,lv,39,50,MO,15,
New Hampshire,11/2/16,SurveyMonkey,C-,672,lv,49,38,NH,6,
Pennsylvania,10/1/16,Monmouth University,A+,402,lv,50,40,PA,38,
West Virginia,11/4/16,Google Consumer Surveys,B,137,lv,25.29,51.55,WV,4,
Idaho,11/2/16,SurveyMonkey,C-,557,lv,29,47,ID,6,
New Hampshire,11/3/16,University of New Hampshire,B+,645,lv,47,41,NH,5,
New Mexico,10/20/16,YouGov,B,508,lv,41.7,34.6,NM,19,
Arizona,9/29/16,MBQF,C+,718,lv,42,42,AZ,40,
Mississippi,11/2/16,SurveyMonkey,C-,676,lv,41,50,MS,6,
Maine,10/20/16,YouGov,B,437,lv,38.7,34,ME,19,
Montana,10/6/16,Montana State University Billings,B+,590,a,27,43,MT,33,
North Dakota,10/30/16,Ipsos,A-,153,lv,26.18,49.74,ND,9,
Ohio,9/29/16,Anzalone Liszt Grove Research,C,800,lv,44,42,OH,40,
Washington,9/26/16,Emerson College,B,700,lv,44.2,38.4,WA,43,
Idaho,10/20/16,YouGov,B,416,lv,25.3,44.8,ID,19,
Minnesota,9/23/16,Gravis Marketing,B-,906,lv,43,43,MN,46,
South Dakota,11/4/16,Google Consumer Surveys,B,129,lv,35.48,36.34,SD,4,
Ohio,9/19/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,737,lv,37,42,OH,50,
North Carolina,9/19/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,734,lv,40,45,NC,50,
New Hampshire,10/20/16,YouGov,B,430,lv,43,34.4,NH,19,
Wyoming,11/2/16,SurveyMonkey,C-,202,lv,22,58,WY,6,
New Hampshire,9/30/16,Greenberg Quinlan Rosner (Democracy Corps),B-,500,lv,46,38,NH,39,
Utah,10/18/16,Emerson College,B,700,lv,24,27,UT,21,
New Mexico,10/30/16,Ipsos,A-,158,lv,40.94,38.34,NM,9,
North Dakota,11/4/16,Google Consumer Surveys,B,122,lv,22.36,47.26,ND,4,
Nevada,9/19/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,704,lv,40,43,NV,50,
Maine,11/2/16,SurveyMonkey,C-,674,lv,47,39,ME,6,
New Hampshire,9/26/16,GBA Strategies,B,600,lv,43,37,NH,43,
Tennessee,9/30/16,Middle Tennessee State University,B-,472,lv,38,50,TN,39,
Delaware,9/22/16,University of Delaware,,762,lv,51,30,DE,47,
Nevada,9/28/16,Suffolk University,B+,500,lv,44.2,38.2,NV,41,
Kentucky,10/13/16,Google Consumer Surveys,B,816,a,28.4,31.8,KY,26,
Utah,10/9/16,Google Consumer Surveys,B,500,a,22.8,22.6,UT,30,
Wyoming,11/4/16,Google Consumer Surveys,B,113,lv,25.04,47.09,WY,4,
Nevada,10/25/16,Gravis Marketing,B-,875,rv,46,46,NV,14,
Delaware,10/30/16,Ipsos,A-,138,lv,52.03,36.42,DE,9,
Florida,10/29/16,Trafalgar Group,C,1150,lv,44.82,48.68,FL,10,
Florida,11/1/16,Opinion Savvy/InsiderAdvantage,C-,603,lv,49.3,45,FL,7,
Arkansas,11/2/16,SurveyMonkey,C-,798,lv,34,55,AR,6,
Montana,10/20/16,YouGov,B,307,lv,31.7,44.1,MT,19,
New Hampshire,11/4/16,Google Consumer Surveys,B,109,lv,45.98,31.22,NH,4,
Maine,11/4/16,Google Consumer Surveys,B,108,lv,52.03,21.28,ME,4,
Nebraska,11/2/16,SurveyMonkey,C-,873,lv,34,52,NE,6,
Louisiana,11/2/16,SurveyMonkey,C-,840,lv,38,52,LA,6,
Ohio,9/10/16,Selzer & Company,A+,802,lv,39,44,OH,59,
Hawaii,10/20/16,YouGov,B,289,lv,50.3,27.9,HI,19,
Rhode Island,10/20/16,YouGov,B,287,lv,47,29.2,RI,19,
Alaska,9/30/16,Ivan Moore Research,C,660,rv,30.6,36.1,AK,39,
New Hampshire,10/8/16,Public Policy Polling,B+,600,lv,48,37,NH,31,
North Carolina,10/11/16,Emerson College,B,600,lv,46,42,NC,28,
Nevada,11/2/16,SurveyMonkey,C-,1124,lv,44,43,NV,6,
Delaware,10/20/16,YouGov,B,260,lv,50.7,31.6,DE,19,
Alabama,11/2/16,SurveyMonkey,C-,971,lv,36,54,AL,6,
Minnesota,11/2/16,SurveyMonkey,C-,1218,lv,46,37,MN,6,
Alaska,11/4/16,Google Consumer Surveys,B,97,lv,23.23,47.41,AK,4,
Vermont,11/4/16,Google Consumer Surveys,B,95,lv,52.12,18.86,VT,4,
California,10/9/16,YouGov,B,1250,lv,54,30,CA,30,
New Hampshire,11/2/16,University of New Hampshire,B+,588,lv,47,40,NH,6,
South Dakota,10/20/16,YouGov,B,246,lv,31.3,49.6,SD,19,
Maryland,11/2/16,SurveyMonkey,C-,1056,lv,60,29,MD,6,
Massachusetts,9/17/16,YouGov,B,700,lv,47,34,MA,52,
Montana,10/30/16,Ipsos,A-,115,lv,34.75,53.66,MT,9,
Oklahoma,11/2/16,SurveyMonkey,C-,1116,lv,32,56,OK,6,
Pennsylvania,10/6/16,"Susquehanna Polling & Research, Inc.",B-,764,lv,44,40,PA,33,
Vermont,10/30/16,Ipsos,A-,106,lv,48.27,23.4,VT,9,
Arizona,10/29/16,Data Orbital,,550,lv,41,45,AZ,10,
Maine CD-1,10/14/16,Maine People's Resource Center,C,469,lv,45.5,35.5,ME,25,
Kentucky,11/2/16,SurveyMonkey,C-,1155,lv,35,53,KY,6,
New Mexico,9/28/16,"Research & Polling, Inc.",A,501,lv,35,31,NM,41,
Florida,9/30/16,University of North Florida,B+,686,lv,41,38,FL,39,
Utah,11/2/16,SurveyMonkey,C-,1428,lv,31,34,UT,6,
Kansas,11/2/16,SurveyMonkey,C-,1139,lv,36,48,KS,6,
Maine CD-2,10/14/16,Maine People's Resource Center,C,420,lv,38.2,37,ME,25,
Virginia,10/11/16,Emerson College,B,600,lv,46,43,VA,28,
Massachusetts,11/2/16,SurveyMonkey,C-,1211,lv,56,29,MA,6,
New Jersey,11/2/16,SurveyMonkey,C-,1206,lv,53,37,NJ,6,
New Hampshire,10/18/16,Emerson College,B,900,lv,44,36,NH,21,
District of Columbia,11/4/16,Google Consumer Surveys,B,86,lv,53.62,10.62,DC,4,
Tennessee,11/2/16,SurveyMonkey,C-,1281,lv,40,49,TN,6,
New Hampshire,10/4/16,Suffolk University,B+,500,lv,44,42,NH,35,
Indiana,10/4/16,Public Opinion Strategies,B,600,lv,38,43,IN,35,
Washington,11/2/16,SurveyMonkey,C-,1292,lv,51,34,WA,6,
Connecticut,11/2/16,SurveyMonkey,C-,1173,lv,51,37,CT,6,
Ohio,10/6/16,YouGov,B,997,lv,46,42,OH,33,
New Hampshire,10/9/16,University of Massachusetts Lowell,B,517,lv,45,39,NH,30,
Wisconsin,10/7/16,Marquette University,A,878,lv,44,37,WI,32,
Hawaii,10/30/16,Ipsos,A-,102,lv,47.31,28.75,HI,9,
Arizona,10/23/16,Saguaro Strategies,,2385,lv,48,46,AZ,16,
Utah,10/15/16,Dan Jones & Associates,C+,818,lv,25,30,UT,24,
Missouri,11/2/16,SurveyMonkey,C-,1119,lv,40,48,MO,6,
North Dakota,10/20/16,YouGov,B,201,lv,32.3,44.8,ND,19,
Rhode Island,11/4/16,Google Consumer Surveys,B,81,lv,40.69,23.1,RI,4,
Oregon,11/2/16,SurveyMonkey,C-,1483,lv,51,35,OR,6,
Georgia,10/20/16,Opinion Savvy/InsiderAdvantage,C-,570,lv,46.1,50.1,GA,19,
South Carolina,9/22/16,Winthrop University,,475,lv,38,42,SC,47,
South Carolina,11/2/16,SurveyMonkey,C-,1642,lv,44,46,SC,6,
Maine,9/7/16,SurveyUSA,A,779,lv,42,39,ME,62,
Maryland,9/18/16,Goucher College,,514,lv,58,25,MD,51,
Alaska,10/20/16,YouGov,B,201,lv,37.4,37.7,AK,19,
Minnesota,9/18/16,SurveyUSA,A,625,lv,46,39,MN,51,
Vermont,10/20/16,YouGov,B,191,lv,40.5,24.5,VT,19,
District of Columbia,10/20/16,YouGov,B,190,lv,79.8,6.8,DC,19,
Florida,10/25/16,Gravis Marketing,B-,1301,rv,48,47,FL,14,
Pennsylvania,9/22/16,CNN/Opinion Research Corp.,A-,771,lv,45,44,PA,47,
Florida,10/13/16,Quinnipiac University,A-,660,lv,48,44,FL,26,
North Carolina,9/28/16,Elon University,B+,660,lv,44.5,39,NC,41,
Hawaii,11/4/16,Google Consumer Surveys,B,73,lv,43.62,28.72,HI,4,
Colorado,10/30/16,Remington,,952,lv,45,44,CO,9,
Iowa,11/2/16,SurveyMonkey,C-,1598,lv,37,47,IA,6,
New Hampshire,10/14/16,University of New Hampshire,B+,755,lv,49,34,NH,25,
Massachusetts,9/28/16,Western New England University,A-,403,lv,58,26,MA,41,
Florida,10/3/16,Emerson College,B,600,lv,44,45,FL,36,
Colorado,9/27/16,Public Policy Polling,B+,694,lv,46,40,CO,42,
Utah,10/10/16,Y2 Analytics,C+,500,lv,26,26,UT,29,
Nevada,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,43,43,NV,6,
Pennsylvania,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,48,42,PA,6,
New Hampshire,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,43,42,NH,6,
North Carolina,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,48,45,NC,6,
Ohio,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,44,43,OH,6,
Indiana,11/2/16,SurveyMonkey,C-,1383,lv,35,52,IN,6,
Florida,11/2/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,45,46,FL,6,
Pennsylvania,9/30/16,Franklin & Marshall College,B+,496,lv,47,38,PA,39,
Missouri,10/18/16,Emerson College,B,600,lv,39,47,MO,21,
Maine,10/14/16,Maine People's Resource Center,C,890,lv,42,36,ME,25,
Pennsylvania,9/27/16,Public Policy Polling,B+,886,lv,45,39,PA,42,
Illinois,11/2/16,SurveyMonkey,C-,1505,lv,52,35,IL,6,
Colorado,10/12/16,Magellan Strategies,C,500,lv,40,35,CO,27,
New Hampshire,11/1/16,University of New Hampshire,B+,515,lv,47,39,NH,7,
Florida,9/20/16,Suffolk University,B+,500,lv,44,45,FL,49,
Wyoming,10/20/16,YouGov,B,151,lv,26.2,59,WY,19,
Florida,10/3/16,Associated Industries of Florida,,1000,lv,44,41,FL,36,
Michigan,11/3/16,Mitchell Research & Communications,D,1007,lv,46,41,MI,5,
Virginia,11/2/16,SurveyMonkey,C-,2109,lv,49,39,VA,6,
Nevada,10/11/16,JMC Enterprises,C,600,lv,43,41,NV,28,
Pennsylvania,10/27/16,Gravis Marketing,B-,3217,rv,47,44,PA,12,
Nevada,10/30/16,Remington,,787,lv,44,48,NV,9,
West Virginia,9/15/16,Garin-Hart-Yang Research Group,B+,500,lv,28,60,WV,54,
New York,11/2/16,SurveyMonkey,C-,2132,lv,58,31,NY,6,
New Hampshire,9/18/16,Monmouth University,A+,400,lv,47,38,NH,51,
Michigan,10/2/16,EPIC-MRA,A-,600,lv,43,32,MI,37,
Georgia,9/21/16,JMC Enterprises,C,600,lv,38,44,GA,48,
Florida,9/17/16,Monmouth University,A+,400,lv,46,41,FL,52,
Pennsylvania,9/21/16,Muhlenberg College,A,486,lv,40,38,PA,48,
Arizona,10/3/16,Emerson College,B,600,lv,44,42,AZ,36,
Colorado,9/28/16,"Keating Research, Inc.",B,602,lv,44,33,CO,41,
Maine CD-2,9/7/16,SurveyUSA,A,397,lv,37,47,ME,62,
Wisconsin,10/4/16,Loras College,B-,500,lv,43.2,34.6,WI,35,
Georgia,11/2/16,SurveyMonkey,C-,2348,lv,45,45,GA,6,
Wisconsin,11/2/16,SurveyMonkey,C-,1943,lv,44,43,WI,6,
Georgia,9/16/16,Monmouth University,A+,401,lv,42,45,GA,53,
Maine CD-1,9/7/16,SurveyUSA,A,382,lv,49,31,ME,62,
Pennsylvania,9/29/16,Quinnipiac University,A-,535,lv,45,41,PA,40,
Virginia,9/27/16,Public Policy Polling,B+,811,lv,46,40,VA,42,
Iowa,9/13/16,Monmouth University,A+,404,lv,37,45,IA,56,
Connecticut,9/3/16,Emerson College,B,1000,lv,50,35,CT,66,
Virginia,9/17/16,Quinnipiac University,A-,659,lv,45,39,VA,52,
North Carolina,9/20/16,Meredith College,,487,rv,38,35,NC,49,
Ohio,9/29/16,Quinnipiac University,A-,497,lv,42,47,OH,40,
Ohio,10/30/16,Remington,,1187,lv,43,48,OH,9,
Virginia,10/17/16,Christopher Newport University,B-,834,lv,45,33,VA,22,
California,11/2/16,SurveyMonkey,C-,2655,lv,56,30,CA,6,
Michigan,9/21/16,Target Insyght,C,600,rv,46,41,MI,48,
Arkansas,9/11/16,Emerson College,B,600,lv,29,57,AR,58,
New Hampshire,9/28/16,MassINC Polling Group,A-,502,lv,42,35,NH,41,
Pennsylvania,10/30/16,Remington,,1249,lv,45,43,PA,9,
North Carolina,10/30/16,Remington,,1176,lv,45,47,NC,9,
New Jersey,9/25/16,Stockton College,B,638,lv,46.2,39.8,NJ,44,
Virginia,9/9/16,University of Mary Washington,,685,lv,40,37,VA,60,
Arizona,11/2/16,SurveyMonkey,C-,2322,lv,45,43,AZ,6,
Florida,10/30/16,Remington,,989,lv,44,48,FL,9,
Colorado,9/17/16,Quinnipiac University,A-,644,lv,44,42,CO,52,
Michigan,9/27/16,"Glengariff Group, Inc.",B,600,lv,42,35,MI,42,
Wisconsin,10/4/16,Gravis Marketing,B-,1102,rv,48,40,WI,35,
Nevada,9/28/16,Bendixen & Amandi International,,800,lv,45,44,NV,41,
New Hampshire,10/31/16,University of New Hampshire,B+,466,lv,47,40,NH,8,
Pennsylvania,9/17/16,Mercyhurst University,,420,lv,42,41,PA,52,
Pennsylvania,11/2/16,SurveyMonkey,C-,2685,lv,47,42,PA,6,
Nevada,10/29/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,44,40,NV,10,
New Hampshire,10/29/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,44,40,NH,10,
North Carolina,10/29/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,46,46,NC,10,
Pennsylvania,10/29/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,43,44,PA,10,
Ohio,10/29/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,47,41,OH,10,
